name,release_date,total_tracks,artists,id,name,duration_ms,explicit,id,name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,uri,track_href,analysis_url,time_signature
I Feel Love (Every Million Miles),2015-08-17,1,,4AZab8zo2nTYd7ORDmQu0V,The Dead Weather,196000,false,5gLr6cmDqa1FI4qhb7sUsw,I Feel Love (Every Million Miles),0,0.404,0.919,4,-6.76,1,0.139,0.0091,0,0.0932,0.207,93.92,audio_features,spotify:track:5gLr6cmDqa1FI4qhb7sUsw,https://api.spotify.com/v1/tracks/5gLr6cmDqa1FI4qhb7sUsw,https://api.spotify.com/v1/audio-analysis/5gLr6cmDqa1FI4qhb7sUsw,4
Sistrionix,2013-01-01,11,,1NsvfeRzexfHjhUGqWrULl,Deap Vally,180400,false,3LBkRFoMoyWzhdUeIMJKrc,Baby I Call Hell,45,0.383,0.917,9,-4.516,0,0.195,0.000636,0.0000435,0.409,0.443,79.362,audio_features,spotify:track:3LBkRFoMoyWzhdUeIMJKrc,https://api.spotify.com/v1/tracks/3LBkRFoMoyWzhdUeIMJKrc,https://api.spotify.com/v1/audio-analysis/3LBkRFoMoyWzhdUeIMJKrc,4
Leprosy (Deluxe Reissue),2014-04-29,36,,4f5V3PQ66nIrBCqugJtaGn,Death,380440,false,6QzjXmQ1mHNYHrwNurA9vJ,Leprosy,48,0.222,0.985,10,-5.484,1,0.136,0.00000197,0.109,0.0592,0.0984,108.994,audio_features,spotify:track:6QzjXmQ1mHNYHrwNurA9vJ,https://api.spotify.com/v1/tracks/6QzjXmQ1mHNYHrwNurA9vJ,https://api.spotify.com/v1/audio-analysis/6QzjXmQ1mHNYHrwNurA9vJ,3
Relentless Retribution,2010-09-14,12,,6KVc8Llznru8n9LVCYe9dz,Death Angel,268400,false,7gN0dtuR8HWynCfDV6crfd,Relentless Revolution,0,0.516,0.981,11,-4.776,1,0.133,0.00101,0.562,0.304,0.307,76.025,audio_features,spotify:track:7gN0dtuR8HWynCfDV6crfd,https://api.spotify.com/v1/tracks/7gN0dtuR8HWynCfDV6crfd,https://api.spotify.com/v1/audio-analysis/7gN0dtuR8HWynCfDV6crfd,4
The Ultra-Violence,1987,8,,6KVc8Llznru8n9LVCYe9dz,Death Angel,633600,false,20bJTQOaoHqeCHBhqIgcTl,The Ultra-Violence,46,0.242,0.99,4,-3.725,0,0.219,0.0000142,0.693,0.153,0.19,110.976,audio_features,spotify:track:20bJTQOaoHqeCHBhqIgcTl,https://api.spotify.com/v1/tracks/20bJTQOaoHqeCHBhqIgcTl,https://api.spotify.com/v1/audio-analysis/20bJTQOaoHqeCHBhqIgcTl,4
"You're A Woman, I'm A Machine",2004-09-28,11,,18H0sAptzdwid08XGg1Lcj,Death From Above 1979,240080,false,1Y5x0fSVMQu4PZnhXbC8q5,Little Girl,45,0.528,0.954,7,-6.604,1,0.0888,0.0000648,0.000232,0.13,0.632,162,audio_features,spotify:track:1Y5x0fSVMQu4PZnhXbC8q5,https://api.spotify.com/v1/tracks/1Y5x0fSVMQu4PZnhXbC8q5,https://api.spotify.com/v1/audio-analysis/1Y5x0fSVMQu4PZnhXbC8q5,4
Can't Let Go,2007-08-08,1,,34DwDQ83w4Xb9zHplTcCyZ,Death of the Cool,215680,false,4VMyorGQhPALOBWOu1AYNo,Can't Let Go,25,0.607,0.849,1,-5.746,1,0.0571,0.0484,0.0465,0.0838,0.458,160.014,audio_features,spotify:track:4VMyorGQhPALOBWOu1AYNo,https://api.spotify.com/v1/tracks/4VMyorGQhPALOBWOu1AYNo,https://api.spotify.com/v1/audio-analysis/4VMyorGQhPALOBWOu1AYNo,3
Machine Head (Remastered),1972-03-25,8,,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,366136,false,3uMmllZo1AfoEnVT4ENCD3,Highway Star - Remastered 2012,70,0.307,0.909,9,-7.08,0,0.0574,0.135,0.0336,0.125,0.443,173.674,audio_features,spotify:track:3uMmllZo1AfoEnVT4ENCD3,https://api.spotify.com/v1/tracks/3uMmllZo1AfoEnVT4ENCD3,https://api.spotify.com/v1/audio-analysis/3uMmllZo1AfoEnVT4ENCD3,4
Machine Head (Remastered),1972-03-25,8,,568ZhdwyaiCyOGJRtNYhWf,Deep Purple,340742,false,5MMnwYs0hIxkENRsbkWJ2G,Smoke On The Water - Remastered 2012,77,0.598,0.676,0,-9.211,1,0.0279,0.13,0.225,0.112,0.805,114.169,audio_features,spotify:track:5MMnwYs0hIxkENRsbkWJ2G,https://api.spotify.com/v1/tracks/5MMnwYs0hIxkENRsbkWJ2G,https://api.spotify.com/v1/audio-analysis/5MMnwYs0hIxkENRsbkWJ2G,4
Hysteria,1987-08-03,12,,6H1RjVyNruCmrBEWRbD0VZ,Def Leppard,267307,false,1aZLIbKEdsyqxyD6iNcrbA,Pour Some Sugar On Me,69,0.267,0.953,1,-4.899,0,0.096,0.00211,0,0.283,0.568,84.989,audio_features,spotify:track:1aZLIbKEdsyqxyD6iNcrbA,https://api.spotify.com/v1/tracks/1aZLIbKEdsyqxyD6iNcrbA,https://api.spotify.com/v1/audio-analysis/1aZLIbKEdsyqxyD6iNcrbA,4
In the Minds of Evil,2013-11-26,11,,2K3GorTixXKAiwe2t9lO89,Deicide,233048,false,3D6ZPZrFk2CHZCJ2STxHW7,In the Minds of Evil,49,0.535,0.889,10,-5.547,0,0.0533,0.0000992,0.41,0.329,0.327,97.493,audio_features,spotify:track:3D6ZPZrFk2CHZCJ2STxHW7,https://api.spotify.com/v1/tracks/3D6ZPZrFk2CHZCJ2STxHW7,https://api.spotify.com/v1/audio-analysis/3D6ZPZrFk2CHZCJ2STxHW7,4
Scars Of The Crucifix,2004,9,,2K3GorTixXKAiwe2t9lO89,Deicide,188293,true,3ztZNULykf6ijrqJRcfZAJ,Scars Of The Crucifix,37,0.268,0.993,10,-4.048,0,0.0874,0.000945,0.873,0.0937,0.111,97.991,audio_features,spotify:track:3ztZNULykf6ijrqJRcfZAJ,https://api.spotify.com/v1/tracks/3ztZNULykf6ijrqJRcfZAJ,https://api.spotify.com/v1/audio-analysis/3ztZNULykf6ijrqJRcfZAJ,4
Night of the Demon,1981,14,,7tI1ZOOgocYZT2O5M8iBz8,Demon,198427,false,6DVC4WmdKR19C3KfTzyg6D,Night of the Demon,43,0.516,0.962,2,-2.528,0,0.0893,0.194,0.0142,0.559,0.62,131.818,audio_features,spotify:track:6DVC4WmdKR19C3KfTzyg6D,https://api.spotify.com/v1/tracks/6DVC4WmdKR19C3KfTzyg6D,https://api.spotify.com/v1/audio-analysis/6DVC4WmdKR19C3KfTzyg6D,4
Sounds of the Universe (Deluxe),2009-04-17,39,,762310PdDnwsDxAQxzQkfX,Depeche Mode,193680,false,1EpjMVaoloW4sLIdfVD6P8,Wrong,62,0.517,0.876,11,-3.276,0,0.0362,0.167,0,0.247,0.236,81.866,audio_features,spotify:track:1EpjMVaoloW4sLIdfVD6P8,https://api.spotify.com/v1/tracks/1EpjMVaoloW4sLIdfVD6P8,https://api.spotify.com/v1/audio-analysis/1EpjMVaoloW4sLIdfVD6P8,4
Violator,1990-03-19,9,,762310PdDnwsDxAQxzQkfX,Depeche Mode,223880,false,4P9iHeHiwzZAqvQCdoLkGg,Personal Jesus,62,0.657,0.803,1,-8.08,1,0.0392,0.0586,0.0226,0.0583,0.834,129.861,audio_features,spotify:track:4P9iHeHiwzZAqvQCdoLkGg,https://api.spotify.com/v1/tracks/4P9iHeHiwzZAqvQCdoLkGg,https://api.spotify.com/v1/audio-analysis/4P9iHeHiwzZAqvQCdoLkGg,4
Violator (Deluxe),1990-03-19,15,,762310PdDnwsDxAQxzQkfX,Depeche Mode,294773,false,2wUlYDGGXlSvm2NkGj0Qio,Personal Jesus,63,0.682,0.742,11,-7.595,1,0.0492,0.135,0.209,0.0979,0.356,130.033,audio_features,spotify:track:2wUlYDGGXlSvm2NkGj0Qio,https://api.spotify.com/v1/tracks/2wUlYDGGXlSvm2NkGj0Qio,https://api.spotify.com/v1/audio-analysis/2wUlYDGGXlSvm2NkGj0Qio,4
An Anthology,1972-11-01,19,,2rc78XDH9zuJP6bm78lU8Z,Derek & The Dominos,427674,false,4qbPYIqTwAf5OIzrRLQ49q,Layla,0,0.464,0.767,1,-8.499,1,0.0463,0.192,0.172,0.327,0.373,115.5,audio_features,spotify:track:4qbPYIqTwAf5OIzrRLQ49q,https://api.spotify.com/v1/tracks/4qbPYIqTwAf5OIzrRLQ49q,https://api.spotify.com/v1/audio-analysis/4qbPYIqTwAf5OIzrRLQ49q,4
,,,,3keUIwmPM4awpPxiy9ZQ1m,Duane Allman,,,,,,,,,,,,,,,,,,,,,
The Night The Sun Came Up,2012-01-01,11,,7Ip2u3e5Nv6fFb5xyIHxEE,DEV,226227,false,1pbHy9VBpSyZh56xuujZz0,In The Dark,62,0.736,0.823,8,-4.231,1,0.0675,0.00358,0.000914,0.33,0.442,124.954,audio_features,spotify:track:1pbHy9VBpSyZh56xuujZz0,https://api.spotify.com/v1/tracks/1pbHy9VBpSyZh56xuujZz0,https://api.spotify.com/v1/audio-analysis/1pbHy9VBpSyZh56xuujZz0,4
The Fury Of Our Maker's Hand [Special Edition],2005,18,,79el7mcHYhXYW3Zek21i0L,DevilDriver,302307,false,5ZKb7ts6zcjZkkbupIOStT,End Of The Line,48,0.524,0.987,9,-4.494,1,0.0716,0.00377,0.00314,0.0324,0.179,92.489,audio_features,spotify:track:5ZKb7ts6zcjZkkbupIOStT,https://api.spotify.com/v1/tracks/5ZKb7ts6zcjZkkbupIOStT,https://api.spotify.com/v1/audio-analysis/5ZKb7ts6zcjZkkbupIOStT,4
Freedom of Choice,1978,12,,0UKfenbZb15sqhfPC6zbt3,DEVO,161133,false,4sscDOZCkbLSlDqcCgUJnX,Whip It,68,0.78,0.869,9,-7.255,1,0.0517,0.0744,0.004,0.0621,0.957,157.902,audio_features,spotify:track:4sscDOZCkbLSlDqcCgUJnX,https://api.spotify.com/v1/tracks/4sscDOZCkbLSlDqcCgUJnX,https://api.spotify.com/v1/audio-analysis/4sscDOZCkbLSlDqcCgUJnX,4
Too Rye Ay (Deluxe Edition),1982-08,36,,4QTVePrFu1xuGM9K0kNXkk,Dexys Midnight Runners,273720,false,3RKl5yjCyj1hqOJ3TeFqyQ,Come On Eileen,0,0.465,0.619,0,-9.036,1,0.0488,0.405,0,0.269,0.833,108.293,audio_features,spotify:track:3RKl5yjCyj1hqOJ3TeFqyQ,https://api.spotify.com/v1/tracks/3RKl5yjCyj1hqOJ3TeFqyQ,https://api.spotify.com/v1/audio-analysis/3RKl5yjCyj1hqOJ3TeFqyQ,4
Donker Mag,2014-06-03,16,,6urkHDoIVO1WO8vNIwcJmM,Die Antwoord,213607,true,0zSGK8ZpVuo0XdIY21Vyrh,Ugly Boy,8,0.822,0.669,10,-5.358,0,0.182,0.0147,0,0.188,0.602,102.035,audio_features,spotify:track:0zSGK8ZpVuo0XdIY21Vyrh,https://api.spotify.com/v1/tracks/0zSGK8ZpVuo0XdIY21Vyrh,https://api.spotify.com/v1/audio-analysis/0zSGK8ZpVuo0XdIY21Vyrh,4
Mount Ninji and da Nice Time Kid,2016-09-16,16,,6urkHDoIVO1WO8vNIwcJmM,Die Antwoord,288479,true,6XSEz4r6cUwOZgWvE51zDT,Banana Brain,9,0.74,0.93,1,-5.662,1,0.0798,0.0106,0.0156,0.128,0.254,150.085,audio_features,spotify:track:6XSEz4r6cUwOZgWvE51zDT,https://api.spotify.com/v1/tracks/6XSEz4r6cUwOZgWvE51zDT,https://api.spotify.com/v1/audio-analysis/6XSEz4r6cUwOZgWvE51zDT,4
$O$,2010-01-01,11,,6urkHDoIVO1WO8vNIwcJmM,Die Antwoord,307813,true,5KoSOyStzFgRHZ3xaU2NwA,Enter The Ninja,0,0.687,0.783,8,-5.691,1,0.0844,0.0688,0,0.112,0.413,152.02,audio_features,spotify:track:5KoSOyStzFgRHZ3xaU2NwA,https://api.spotify.com/v1/tracks/5KoSOyStzFgRHZ3xaU2NwA,https://api.spotify.com/v1/audio-analysis/5KoSOyStzFgRHZ3xaU2NwA,4
Ten$ion,2012-01-31,13,,6urkHDoIVO1WO8vNIwcJmM,Die Antwoord,280920,true,6QWpolEawxnSNfYOmYFG0M,I Fink U Freeky,9,0.844,0.751,6,-6.5,1,0.223,0.0292,0.0000171,0.499,0.514,129.985,audio_features,spotify:track:6QWpolEawxnSNfYOmYFG0M,https://api.spotify.com/v1/tracks/6QWpolEawxnSNfYOmYFG0M,https://api.spotify.com/v1/audio-analysis/6QWpolEawxnSNfYOmYFG0M,4
Ten$ion,2012-01-31,13,,6urkHDoIVO1WO8vNIwcJmM,Die Antwoord,225987,true,0DlgK6jvsAK8eaaWg6k22q,Fatty Boom Boom,4,0.883,0.85,2,-4.964,1,0.211,0.151,0.0000182,0.158,0.707,93.951,audio_features,spotify:track:0DlgK6jvsAK8eaaWg6k22q,https://api.spotify.com/v1/tracks/0DlgK6jvsAK8eaaWg6k22q,https://api.spotify.com/v1/audio-analysis/0DlgK6jvsAK8eaaWg6k22q,4
Ten$ion,2012-01-31,13,,6urkHDoIVO1WO8vNIwcJmM,Die Antwoord,236840,true,7rmUSOrOLRBzI8Uq63qYcR,Baby's on Fire,10,0.829,0.844,4,-4.329,0,0.0966,0.0521,0.00148,0.171,0.762,130.04,audio_features,spotify:track:7rmUSOrOLRBzI8Uq63qYcR,https://api.spotify.com/v1/tracks/7rmUSOrOLRBzI8Uq63qYcR,https://api.spotify.com/v1/audio-analysis/7rmUSOrOLRBzI8Uq63qYcR,4
Puritanical Euphoric Misanthropia,2001-03-12,12,,6e8ISIsI7UQZPyEorefAhK,Dimmu Borgir,186488,false,7m8LtvnksLxuGI3TDzPL8D,Puritania - Studio,0,0.303,0.969,8,-2.466,1,0.162,0.0000903,0.844,0.417,0.163,109.384,audio_features,spotify:track:7m8LtvnksLxuGI3TDzPL8D,https://api.spotify.com/v1/tracks/7m8LtvnksLxuGI3TDzPL8D,https://api.spotify.com/v1/audio-analysis/7m8LtvnksLxuGI3TDzPL8D,5
Holy Diver,1983-01-01,9,,4CYeVo5iZbtYGBN4Isc3n6,Dio,255600,false,4ggy61YkrNendRHDi8fmNF,Rainbow In The Dark,51,0.51,0.849,9,-10.946,0,0.0359,0.000325,0.189,0.0301,0.546,117.444,audio_features,spotify:track:4ggy61YkrNendRHDi8fmNF,https://api.spotify.com/v1/tracks/4ggy61YkrNendRHDi8fmNF,https://api.spotify.com/v1/audio-analysis/4ggy61YkrNendRHDi8fmNF,4
Dizzy Mizz Lizzy - Rotator [Remastered] (Remastered Version),1993,27,,71fY009eJ8QSpSNGDSkSuK,Dizzy Mizz Lizzy,210467,false,2aIvwKlRGpyO9509linP0O,Rotator - 2010 Digital Remaster,24,0.344,0.856,0,-5.178,1,0.054,0.000328,0.00431,0.858,0.582,141.918,audio_features,spotify:track:2aIvwKlRGpyO9509linP0O,https://api.spotify.com/v1/tracks/2aIvwKlRGpyO9509linP0O,https://api.spotify.com/v1/audio-analysis/2aIvwKlRGpyO9509linP0O,3
Brothers In Arms,1985-05-13,9,,0WwSkZ7LtFUFjGjMZBMt6T,Dire Straits,249960,false,3Ud6fFep5ZlXzRWw6Sm8no,Walk Of Life,10,0.462,0.918,4,-8.507,1,0.0959,0.405,0.00033,0.126,0.802,172.427,audio_features,spotify:track:3Ud6fFep5ZlXzRWw6Sm8no,https://api.spotify.com/v1/tracks/3Ud6fFep5ZlXzRWw6Sm8no,https://api.spotify.com/v1/audio-analysis/3Ud6fFep5ZlXzRWw6Sm8no,4
American Nights - In Concert,1991-05-17,31,,22WZ7M8sxp5THdruNY3gXt,The Doors,378080,false,7gf3Brl7VbnMHn07BVKUoq,Gloria - Live,46,0.508,0.403,9,-12.423,1,0.0425,0.0494,0.00000301,0.256,0.608,128.504,audio_features,spotify:track:7gf3Brl7VbnMHn07BVKUoq,https://api.spotify.com/v1/tracks/7gf3Brl7VbnMHn07BVKUoq,https://api.spotify.com/v1/audio-analysis/7gf3Brl7VbnMHn07BVKUoq,4
The Doors,1967-01-04,11,,22WZ7M8sxp5THdruNY3gXt,The Doors,152000,false,0gWvVB4bGvADocoPMEDy3K,The Crystal Ship,62,0.313,0.42,10,-9.806,1,0.0303,0.797,0.00000235,0.126,0.339,178.711,audio_features,spotify:track:0gWvVB4bGvADocoPMEDy3K,https://api.spotify.com/v1/tracks/0gWvVB4bGvADocoPMEDy3K,https://api.spotify.com/v1/audio-analysis/0gWvVB4bGvADocoPMEDy3K,4
The Doors,1967-01-04,11,,22WZ7M8sxp5THdruNY3gXt,The Doors,197400,false,0JNZGIavoUrdup1NsgJOQs,Alabama Song (Whisky Bar),61,0.568,0.645,5,-8.363,1,0.0416,0.543,0,0.191,0.901,170.676,audio_features,spotify:track:0JNZGIavoUrdup1NsgJOQs,https://api.spotify.com/v1/tracks/0JNZGIavoUrdup1NsgJOQs,https://api.spotify.com/v1/audio-analysis/0JNZGIavoUrdup1NsgJOQs,4
The Doors,1967-01-04,11,,22WZ7M8sxp5THdruNY3gXt,The Doors,429760,false,5uvosCdMlFdTXhoazkTI5R,Light My Fire,75,0.413,0.725,3,-5.787,0,0.0324,0.369,0.0000216,0.0905,0.44,124.618,audio_features,spotify:track:5uvosCdMlFdTXhoazkTI5R,https://api.spotify.com/v1/tracks/5uvosCdMlFdTXhoazkTI5R,https://api.spotify.com/v1/audio-analysis/5uvosCdMlFdTXhoazkTI5R,4
The Doors,1967-01-04,11,,22WZ7M8sxp5THdruNY3gXt,The Doors,703373,true,5UgT7w6zVZjP3oyawMzbiK,The End,66,0.347,0.302,0,-12.104,1,0.0291,0.163,0.0000917,0.14,0.0332,105.702,audio_features,spotify:track:5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/tracks/5UgT7w6zVZjP3oyawMzbiK,https://api.spotify.com/v1/audio-analysis/5UgT7w6zVZjP3oyawMzbiK,4
Full Circle,1972-07-17,9,,22WZ7M8sxp5THdruNY3gXt,The Doors,319493,false,5rMfihaxthEm9rMDSnNk1r,The Mosquito,42,0.401,0.707,0,-12.741,0,0.0733,0.00254,0.447,0.0818,0.823,147.712,audio_features,spotify:track:5rMfihaxthEm9rMDSnNk1r,https://api.spotify.com/v1/tracks/5rMfihaxthEm9rMDSnNk1r,https://api.spotify.com/v1/audio-analysis/5rMfihaxthEm9rMDSnNk1r,4
L.A. Woman,1971-04-19,10,,22WZ7M8sxp5THdruNY3gXt,The Doors,198467,false,3MFFDRC4wTN9JNGtzXsZlN,Love Her Madly,68,0.565,0.587,4,-7.393,0,0.0317,0.0573,0.00493,0.0416,0.966,147.462,audio_features,spotify:track:3MFFDRC4wTN9JNGtzXsZlN,https://api.spotify.com/v1/tracks/3MFFDRC4wTN9JNGtzXsZlN,https://api.spotify.com/v1/audio-analysis/3MFFDRC4wTN9JNGtzXsZlN,4
L.A. Woman,1971-04-19,10,,22WZ7M8sxp5THdruNY3gXt,The Doors,471160,false,6DmfWj5kOa1fX8AwN9byOn,L.A. Woman,69,0.354,0.731,2,-9.178,1,0.0382,0.0812,0.00124,0.115,0.697,170.633,audio_features,spotify:track:6DmfWj5kOa1fX8AwN9byOn,https://api.spotify.com/v1/tracks/6DmfWj5kOa1fX8AwN9byOn,https://api.spotify.com/v1/audio-analysis/6DmfWj5kOa1fX8AwN9byOn,4
L.A. Woman,1971-04-19,10,,22WZ7M8sxp5THdruNY3gXt,The Doors,434720,false,14XWXWv5FoCbFzLksawpEe,Riders on the Storm,77,0.55,0.722,11,-11.729,0,0.0283,0.25,0.0129,0.11,0.716,103.886,audio_features,spotify:track:14XWXWv5FoCbFzLksawpEe,https://api.spotify.com/v1/tracks/14XWXWv5FoCbFzLksawpEe,https://api.spotify.com/v1/audio-analysis/14XWXWv5FoCbFzLksawpEe,4
Morrison Hotel,1970-02-09,11,,22WZ7M8sxp5THdruNY3gXt,The Doors,243827,false,1Q5kgpp4pmyGqPwNBzkSrw,Roadhouse Blues,74,0.623,0.633,9,-8.212,1,0.0304,0.336,0.000046,0.147,0.895,121.119,audio_features,spotify:track:1Q5kgpp4pmyGqPwNBzkSrw,https://api.spotify.com/v1/tracks/1Q5kgpp4pmyGqPwNBzkSrw,https://api.spotify.com/v1/audio-analysis/1Q5kgpp4pmyGqPwNBzkSrw,4
The Soft Parade,1969-07-21,9,,22WZ7M8sxp5THdruNY3gXt,The Doors,190253,false,4BVE5tIIpYabZcYCbephNW,Touch Me,68,0.425,0.903,1,-4.801,1,0.0732,0.405,0.0128,0.117,0.769,108.748,audio_features,spotify:track:4BVE5tIIpYabZcYCbephNW,https://api.spotify.com/v1/tracks/4BVE5tIIpYabZcYCbephNW,https://api.spotify.com/v1/audio-analysis/4BVE5tIIpYabZcYCbephNW,4
Strange Days,1967-09-25,10,,22WZ7M8sxp5THdruNY3gXt,The Doors,186560,false,4WFVX3E568hdAixIj3U222,Strange Days,56,0.411,0.763,9,-6.738,0,0.0541,0.199,0.00447,0.329,0.462,121.57,audio_features,spotify:track:4WFVX3E568hdAixIj3U222,https://api.spotify.com/v1/tracks/4WFVX3E568hdAixIj3U222,https://api.spotify.com/v1/audio-analysis/4WFVX3E568hdAixIj3U222,4
Strange Days,1967-09-25,10,,22WZ7M8sxp5THdruNY3gXt,The Doors,195107,false,67HxeUADW4H3ERfaPW59ma,Love Me Two Times,68,0.684,0.698,9,-6.219,1,0.041,0.332,0.00000516,0.122,0.839,132.846,audio_features,spotify:track:67HxeUADW4H3ERfaPW59ma,https://api.spotify.com/v1/tracks/67HxeUADW4H3ERfaPW59ma,https://api.spotify.com/v1/audio-analysis/67HxeUADW4H3ERfaPW59ma,4
Waiting for the Sun,1968-07-03,11,,22WZ7M8sxp5THdruNY3gXt,The Doors,169533,false,5Q2Im8o4RthlAMkvUMYwGj,Love Street,59,0.709,0.305,9,-14.809,0,0.0397,0.687,0,0.265,0.483,118.821,audio_features,spotify:track:5Q2Im8o4RthlAMkvUMYwGj,https://api.spotify.com/v1/tracks/5Q2Im8o4RthlAMkvUMYwGj,https://api.spotify.com/v1/audio-analysis/5Q2Im8o4RthlAMkvUMYwGj,4
Waiting for the Sun,1968-07-03,11,,22WZ7M8sxp5THdruNY3gXt,The Doors,179840,false,6OQCLaG8vDoRcgi7vzYEQK,My Wild Love,44,0.311,0.269,3,-18.388,1,0.273,0.826,0,0.587,0.256,201.722,audio_features,spotify:track:6OQCLaG8vDoRcgi7vzYEQK,https://api.spotify.com/v1/tracks/6OQCLaG8vDoRcgi7vzYEQK,https://api.spotify.com/v1/audio-analysis/6OQCLaG8vDoRcgi7vzYEQK,5
Waiting for the Sun,1968-07-03,11,,22WZ7M8sxp5THdruNY3gXt,The Doors,143267,false,4CIGLBUyPKZzHoYankmQzk,We Could Be so Good Together,41,0.505,0.359,7,-13.028,1,0.0422,0.158,0,0.102,0.799,143.439,audio_features,spotify:track:4CIGLBUyPKZzHoYankmQzk,https://api.spotify.com/v1/tracks/4CIGLBUyPKZzHoYankmQzk,https://api.spotify.com/v1/audio-analysis/4CIGLBUyPKZzHoYankmQzk,4
Waiting for the Sun,1968-07-03,11,,22WZ7M8sxp5THdruNY3gXt,The Doors,264960,false,5FlBGGwGuqYmqr0qeBWrxe,Five to One,61,0.615,0.401,4,-14.07,0,0.0507,0.203,0,0.086,0.672,87.959,audio_features,spotify:track:5FlBGGwGuqYmqr0qeBWrxe,https://api.spotify.com/v1/tracks/5FlBGGwGuqYmqr0qeBWrxe,https://api.spotify.com/v1/audio-analysis/5FlBGGwGuqYmqr0qeBWrxe,4
Abominator,2013-07-30,11,,1YJqWl4i8qSSwFYlyb6qea,Doyle,240347,false,6wCG6MUNKwktjSmM74ZIcR,Abominator,0,0.122,0.956,11,-3.005,1,0.139,0.000033,0.2,0.415,0.301,80.936,audio_features,spotify:track:6wCG6MUNKwktjSmM74ZIcR,https://api.spotify.com/v1/tracks/6wCG6MUNKwktjSmM74ZIcR,https://api.spotify.com/v1/audio-analysis/6wCG6MUNKwktjSmM74ZIcR,4
Killer Elite,2016-04-29,22,,2pH3wEn4eYlMMIIQyKPbVR,DragonForce,439213,false,1iTb2vi8Bls7QY6CKL2gj2,Through The Fire And Flames,57,0.111,0.952,0,-4.864,0,0.131,0.00163,0.00645,0.345,0.126,200.074,audio_features,spotify:track:1iTb2vi8Bls7QY6CKL2gj2,https://api.spotify.com/v1/tracks/1iTb2vi8Bls7QY6CKL2gj2,https://api.spotify.com/v1/audio-analysis/1iTb2vi8Bls7QY6CKL2gj2,4
The Power Within,2012-04-17,10,,2pH3wEn4eYlMMIIQyKPbVR,DragonForce,317613,false,45W8En2qul3ljQKzIbsyT4,Cry Thunder,37,0.268,0.965,11,-3.144,0,0.0711,0.000365,0.00000769,0.274,0.57,130.151,audio_features,spotify:track:45W8En2qul3ljQKzIbsyT4,https://api.spotify.com/v1/tracks/45W8En2qul3ljQKzIbsyT4,https://api.spotify.com/v1/audio-analysis/45W8En2qul3ljQKzIbsyT4,4
Sonic Firestorm,2004-01-01,8,,2pH3wEn4eYlMMIIQyKPbVR,DragonForce,406840,false,0qTjb7p9gbojEemSJP71Yd,Fury Of The Storm,60,0.227,0.905,4,-5.104,0,0.0788,0.0000327,0.194,0.363,0.182,199.798,audio_features,spotify:track:0qTjb7p9gbojEemSJP71Yd,https://api.spotify.com/v1/tracks/0qTjb7p9gbojEemSJP71Yd,https://api.spotify.com/v1/audio-analysis/0qTjb7p9gbojEemSJP71Yd,4
Especially for You,2000-01-01,17,,1I5Cu7bqjkRg85idwYsD91,Duane Eddy,150867,false,3owKZYdWWzNcThn3NLRkb3,Peter Gunn,52,0.539,0.74,10,-7.315,1,0.0401,0.0829,0.893,0.399,0.726,123.83,audio_features,spotify:track:3owKZYdWWzNcThn3NLRkb3,https://api.spotify.com/v1/tracks/3owKZYdWWzNcThn3NLRkb3,https://api.spotify.com/v1/audio-analysis/3owKZYdWWzNcThn3NLRkb3,4
The Dubliners (Bonus Track Edition),1964-01-01,24,,72RvmgEg2omdlMV9aExO6a,The Dubliners,154987,false,6Mer1LOfJDd7vUbeWXODrq,The Rocky Road to Dublin - Live,58,0.625,0.836,11,-6.416,0,0.383,0.867,0.00218,0.684,0.92,142.749,audio_features,spotify:track:6Mer1LOfJDd7vUbeWXODrq,https://api.spotify.com/v1/tracks/6Mer1LOfJDd7vUbeWXODrq,https://api.spotify.com/v1/audio-analysis/6Mer1LOfJDd7vUbeWXODrq,3
Quack,2014-04-15,12,,0q8J3Yj810t5cpAYEJ7gxt,Duck Sauce,264814,true,1WHx2541uqQd3bDNYwwOaC,Barbra Streisand,0,0.694,0.813,1,-4.129,1,0.335,0.00649,0.000467,0.249,0.741,127.834,audio_features,spotify:track:1WHx2541uqQd3bDNYwwOaC,https://api.spotify.com/v1/tracks/1WHx2541uqQd3bDNYwwOaC,https://api.spotify.com/v1/audio-analysis/1WHx2541uqQd3bDNYwwOaC,4
Rockferry (intl Deluxe Edition),2008-01-01,17,,37NqXwtb6nIEqRt4EJSoIO,Duffy,219920,false,1dKm4a7TOYFzzTQvU59C59,Mercy,0,0.793,0.859,0,-3.774,1,0.0332,0.266,0.000356,0.133,0.964,129.912,audio_features,spotify:track:1dKm4a7TOYFzzTQvU59C59,https://api.spotify.com/v1/tracks/1dKm4a7TOYFzzTQvU59C59,https://api.spotify.com/v1/audio-analysis/1dKm4a7TOYFzzTQvU59C59,4
